"key"	"name_de"	"ddd"
"C01DX04"	"Benziodaron"	"0,25 g O"
"C01DX05"	"Carbocromen"	""
"C01DX06"	"Hexobendin"	""
"C01DX07"	"Etafenon"	"0,225 g O"
"C01DX08"	"Heptaminol"	"0,45 g O,P"
"C01DX09"	"Imolamin"	"90 mg O"
"C01DX10"	"Dilazep"	"0,1 g O"
"C01DX11"	"Trapidil"	""
"C01DX12"	"Molsidomin"	"8 mg O "
"C01DX13"	"Efloxat"	"0,2 g O"
"C01DX14"	"Cinepazet"	"0,9 g O"
"C01DX15"	"Cloridarol"	""
"C01DX16"	"Nicorandil"	"40 mg O"
"C01DX18"	"Linsidomin"	""
"C01DX19"	"Nesiritid"	"1,5 mg P"
"C01DX21"	"Serelaxin"	""
"C01DX22"	"Dipyridamol"	""
"C01DX51"	"Itramintosilat, Kombinationen"	""
"C01DX52"	"Prenylamin, Kombinationen"	""
"C01DX53"	"Oxyfedrin, Kombinationen"	""
"C01DX54"	"Benziodaron, Kombinationen"	""
"C01DX55"	"Carbocromen, Kombinationen"	""
"C01DX72"	"Dipyridamol, Kombinationen"	""
"C01EA01"	"Alprostadil"	"0,5 mg P"
"C01EB02"	"Campher"	"0,15 g O"
"C01EB03"	"Indometacin"	""
"C01EB05"	"Creatinolfosfat"	""
"C01EB06"	"Fosfocreatin"	""
"C01EB07"	"Fructose-1,6-diphosphat"	""
"C01EB09"	"Ubidecarenon"	""
"C01EB10"	"Adenosin"	"15 mg P"
"C01EB11"	"Tiracizin"	""
"C01EB13"	"Acadesin"	""
"C01EB15"	"Trimetazidin"	"40 mg O"
"C01EB16"	"Ibuprofen"	"30 mg P"
"C01EB17"	"Ivabradin"	"10 mg O"
"C01EB18"	"Ranolazin"	"1,5 g O"
"C01EB20"	"Fleischextrakt"	""
"C01EB21"	"Regadenoson"	"0,4 mg P"
"C01EB22"	"Meldonium"	""
"C01EB23"	"Theophyllin"	""
"C01EH01"	"Crataegus"	""
"C01EH10"	"Verschiedene"	""
"C01EH20"	"Kombinationen"	""
"C01EH50"	"Kombinationen mit anderen Mitteln"	""
"C01EP01"	"Weißdornblätter mit Blüten**"	"0,53 g O wässrig-ethanolischer Extrakt "
"C01EP02"	"Besenginsterkraut"	""
"C01EP03"	"Galgantwurzelstock"	""
"C01EP04"	"Ammi-visnaga-Früchte"	""
"C01EP30"	"Kombinationen"	""
"C01EP51"	"Weißdornblätter, Kombinationen"	""
"C01EX52"	"Campher, Kombinationen"	""
"C01EX66"	"Theophyllin, Kombinationen"	""
"C01EX67"	"Proxyphyllin, Kombinationen"	""
"C01EX68"	"Theobromin, Kombinationen"	""
"C02AA01"	"Rescinnamin"	""
"C02AA02"	"Reserpin"	"0,5 mg O,P"
"C02AA03"	"Kombinationen von Rauwolfia-Alkaloiden"	""
"C02AA05"	"Deserpidin"	""
"C02AA06"	"Methoserpidin"	""
"C02AA07"	"Bietaserpin"	"15 mg O"
"C02AA52"	"Reserpin, Kombinationen"	""
"C02AA53"	"Kombinationen von Rauwolfia-Alkaloiden, Kombinationen"	""
"C02AA57"	"Bietaserpin, Kombinationen"	""
"C02AB01"	"Methyldopa (linksdrehend)"	"1 g O,P"
"C02AB02"	"Methyldopa (racemisch)"	"2 g O"
"C02AC01"	"Clonidin"	"0,45 mg O,P"
"C02AC02"	"Guanfacin"	"3 mg O"
"C02AC04"	"Tolonidin"	"0,75 mg O"
"C02AC05"	"Moxonidin"	"0,3 mg O"
"C02AC06"	"Rilmenidin"	""
"C02AC07"	"Tiamenidin"	""
"C02AP01"	"Rauwolfia-Alkaloide, ganze Wurzel**"	""
"C02AP51"	"Rauwolfia-Alkaloide, ganze Wurzel, Kombinationen"	""
"C02BA01"	"Trimetaphan"	"0,25 g P"
"C02BB01"	"Mecamylamin"	""
"C02CA01"	"Prazosin"	"5 mg O"
"C02CA02"	"Indoramin"	""
"C02CA03"	"Trimazosin"	"0,3 g O"
"C02CA04"	"Doxazosin"	"4 mg O"
"C02CA06"	"Urapidil"	"0,12 g O; 50 mg P"
"C02CA07"	"Bunazosin"	"6 mg O "
"C02CA08"	"Terazosin"	"5 mg O "
"C02CC01"	"Betanidin"	"0,1 g O"
"C02CC02"	"Guanethidin"	"30 mg O"
"C02CC03"	"Guanoxan"	"20 mg O"
"C02CC04"	"Debrisoquin"	"20 mg O"
"C02CC05"	"Guanoclor"	""
"C02CC06"	"Guanazodin"	""
"C02CC07"	"Guanoxabenz"	"25 mg O"
"C02DA01"	"Diazoxid"	"0,3 g P"
"C02DB01"	"Dihydralazin"	"75 mg O; 25 mg P"
"C02DB02"	"Hydralazin"	"0,1 g O"
"C02DB03"	"Endralazin"	"10 mg O"
"C02DB04"	"Cadralazin"	"15 mg O"
"C02DC01"	"Minoxidil"	"20 mg O"
"C02DD01"	"Nitroprussid"	"50 mg P"
"C02DG01"	"Pinacidil"	"50 mg O"
"C02KA01"	"Veratrum"	""
"C02KB01"	"Metirosin"	""
"C02KC01"	"Pargylin"	""
"C02KD01"	"Ketanserin"	"40 mg O,P"
"C02KH01"	"Viscum album"	""
"C02KH10"	"Verschiedene"	""
"C02KH20"	"Kombinationen"	""
"C02KP01"	"Olivenblätter"	""
"C02KP02"	"Mistelkraut"	""
"C02KP30"	"Kombinationen"	""
"C02KP52"	"Mistelkraut, Kombinationen"	""
"C02KX01"	"Bosentan"	"0,25 g O"
"C02KX02"	"Ambrisentan"	"7,5 mg O"
"C02KX03"	"Sitaxentan"	"0,1 g O"
"C02KX04"	"Macitentan"	"10 mg O"
"C02KX05"	"Riociguat"	"4,5 mg O "
"C02KX06"	"Sildenafil"	"60 mg O "
"C02KX07"	"Tadalafil"	"40 mg O "
"C02KX08"	"Iloprost"	"30 mcg Inhal.lösung "
"C02LA01"	"Reserpin und Diuretika"	"Standarddosis: 1 Applikationsform O "
"C02LA02"	"Rescinnamin und Diuretika"	""
"C02LA03"	"Deserpidin und Diuretika"	""
"C02LA04"	"Methoserpidin und Diuretika"	""
"C02LA07"	"Bietaserpin und Diuretika"	""
"C02LA08"	"Rauwolfia-Alkaloide, ganze Wurzel und Diuretika"	""
"C02LA09"	"Syrosingopin und Diuretika"	""
"C02LA50"	"Kombinationen von Rauwolfia-Alkaloiden und Diuretika inkl. andere Kombinationen"	""
"C02LA51"	"Reserpin und Diuretika, Kombinationen mit anderen Mitteln"	"Standarddosis: 1 Applikationsform O "
"C02LA52"	"Rescinnamin und Diuretika, Kombinationen mit anderen Mitteln"	"Standarddosis: 1 Applikationsform O "
"C02LA58"	"Rauwolfia-Alkaloide, ganze Wurzel und Diuretika, Kombinationen"	"Standarddosis: 1 Applikationsform O "
"C02LA71"	"Reserpin und Diuretika, Kombinationen mit Psycholeptika"	""
"C02LB01"	"Methyldopa (linksdrehend) und Diuretika"	"Standarddosis: 1 Applikationsform O "
"C02LC01"	"Clonidin und Diuretika"	"Standarddosis: 1 Applikationsform O "
"C02LC05"	"Moxonidin und Diuretika"	""
"C02LC51"	"Clonidin und Diuretika, Kombinationen mit anderen Mitteln"	""
"C02LE01"	"Prazosin und Diuretika"	"Standarddosis: 1 Applikationsform O "
"C02LF01"	"Guanethidin und Diuretika"	"Standarddosis: 1 Applikationsform O "
"C02LG01"	"Dihydralazin und Diuretika"	""
"C02LG02"	"Hydralazin und Diuretika"	""
"C02LG03"	"Picodralazin und Diuretika"	""
"C02LG51"	"Dihydralazin und Diuretika, Kombinationen mit anderen Mitteln"	""
"C02LG73"	"Picodralazin und Diuretika, Kombinationen mit Psycholeptika"	""
"C02LK01"	"Veratrum und Diuretika"	""
"C02LL01"	"Pargylin und Diuretika"	""
"C02LX01"	"Pinacidil und Diuretika"	""
"C03AA01"	"Bendroflumethiazid"	"2,5 mg O"
"C03AA02"	"Hydroflumethiazid"	"25 mg O"
"C03AA03"	"Hydrochlorothiazid"	"25 mg O"
"C03AA04"	"Chlorothiazid"	"0,5 g O"
"C03AA05"	"Polythiazid"	"1 mg O"
"C03AA06"	"Trichlormethiazid"	"4 mg O"
"C03AA07"	"Cyclopenthiazid"	"0,5 mg O"
"C03AA08"	"Methylclothiazid"	"5 mg O"
"C03AA09"	"Cyclothiazid"	"5 mg O"
"C03AA13"	"Mebutizid"	""
"C03AB01"	"Bendroflumethiazid und Kalium"	"2,5 mg O bezogen auf Bendroflumethiazid"
"C03AB02"	"Hydroflumethiazid und Kalium"	"25 mg O bezogen auf Hydroflumethiazid"
"C03AB03"	"Hydrochlorothiazid und Kalium"	"25 mg O bezogen auf Hydrochlorothiazid"
"C03AB04"	"Chlorothiazid und Kalium"	"0,5 g O bezogen auf Chlorothiazid"
"C03AB05"	"Polythiazid und Kalium"	"1 mg O bezogen auf Polythiazid"
"C03AB06"	"Trichlormethiazid und Kalium"	"4 mg O bezogen auf Trichlormethiazid"
"C03AB07"	"Cyclopenthiazid und Kalium"	"0,5 mg O bezogen auf Cyclopenthiazid"
"C03AB08"	"Methylclothiazid und Kalium"	"5 mg O bezogen auf Methylclothiazid"
"C03AB09"	"Cyclothiazid und Kalium"	"5 mg O bezogen auf Cyclothiazid"
"C03AH01"	"Chlorothiazid, Kombinationen"	""
"C03AH02"	"Hydroflumethiazid, Kombinationen"	""
"C03AX01"	"Hydrochlorothiazid, Kombinationen"	""
"C03AX02"	"Bemetizid, Kombinationen"	""
"C03BA02"	"Quinethazon"	"50 mg O"
"C03BA03"	"Clopamid"	"10 mg O"
"C03BA04"	"Chlortalidon"	"25 mg O"
"C03BA05"	"Mefrusid"	"25 mg O"
"C03BA07"	"Clofenamid"	""
"C03BA08"	"Metolazon"	"5 mg O"
"C03BA09"	"Meticran"	""
"C03BA10"	"Xipamid"	"20 mg O"
"C03BA11"	"Indapamid"	"2,5 mg O"
"C03BA12"	"Clorexolon"	""
"C03BA13"	"Fenquizon"	""
"C03BA82"	"Clorexolon, Kombinationen mit Psycholeptika"	""
"C03BB02"	"Quinethazon und Kalium"	"50 mg O bezogen auf Quinethazon"
"C03BB03"	"Clopamid und Kalium"	"10 mg O bezogen auf Clopamid"
"C03BB04"	"Chlortalidon und Kalium"	"25 mg O bezogen auf Chlortalidon"
"C03BB05"	"Mefrusid und Kalium"	"25 mg O bezogen auf Mefrusid"
"C03BB07"	"Clofenamid und Kalium"	""
"C03BC01"	"Mersalyl"	""
"C03BD01"	"Theobromin"	"4 g O"
"C03BX03"	"Cicletanin"	""
"C03CA01"	"Furosemid"	"40 mg O,P"
"C03CA02"	"Bumetanid"	"1 mg O,P"
"C03CA03"	"Piretanid"	"6 mg O "
"C03CA04"	"Torasemid"	"15 mg O,P"
"C03CA05"	"Azosemid"	""
"C03CB01"	"Furosemid und Kalium"	"40 mg O bezogen auf Furosemid"
"C03CB02"	"Bumetanid und Kalium"	"1 mg O bezogen auf Bumetanid"
"C03CC01"	"Etacrynsäure"	"50 mg O,P"
"C03CC02"	"Tienilinsäure"	""
"C03CD01"	"Muzolimin"	"20 mg O"
"C03CX01"	"Etozolin"	""
"C03DA01"	"Spironolacton"	"75 mg O"
"C03DA02"	"Kaliumcanrenoat"	"0,4 g P"
"C03DA03"	"Canrenon"	""
"C03DA04"	"Eplerenon"	"50 mg O"
"C03DB01"	"Amilorid"	"10 mg O"
"C03DB02"	"Triamteren"	"0,1 g O"
"C03EA01"	"Hydrochlorothiazid und Kalium sparende Mittel"	""
"C03EA02"	"Trichlormethiazid und Kalium sparende Mittel"	"Standarddosis: 1 Applikationsform O "
"C03EA03"	"Epitizid und Kalium sparende Mittel"	""
"C03EA04"	"Altizid und Kalium sparende Mittel"	""
"C03EA05"	"Mebutizid und Kalium sparende Mittel"	""
"C03EA06"	"Chlortalidon und Kalium sparende Mittel"	""
"C03EA07"	"Cyclopenthiazid und Kalium sparende Mittel"	""
"C03EA12"	"Metolazon und Kalium sparende Mittel"	""
"C03EA13"	"Bendroflumethiazid und Kalium sparende Mittel"	""
"C03EA14"	"Butizid und Kalium sparende Mittel"	""
"C03EA15"	"Xipamid und Triamteren"	"Standarddosis: 1 Applikationsform O "
"C03EA16"	"Bemetizid und Triamteren"	"Standarddosis: 1 Applikationsform O "
"C03EA21"	"Hydrochlorothiazid und Triamteren"	"Standarddosis: 1 Applikationsform O "
"C03EA33"	"Bendroflumethiazid und Amilorid"	"Standarddosis: 1 Applikationsform O "
"C03EA41"	"Hydrochlorothiazid und Amilorid"	"Standarddosis: 1 Applikationsform O "
"C03EB01"	"Furosemid und Kalium sparende Mittel"	""
"C03EB02"	"Bumetanid und Kalium sparende Mittel"	""
"C03EB21"	"Furosemid und Triamteren"	"Standarddosis: 1 Applikationsform O "
"C03EB31"	"Furosemid und Amilorid"	"Standarddosis: 1 Applikationsform O "
"C03EC01"	"Spironolacton und Low-ceiling-Diuretika"	"Standarddosis: 1 Applikationsform O "
"C03EC02"	"Kaliumcanrenoat und Low-ceiling-Diuretika"	""
"C03EC21"	"Spironolacton und Hydrochlorothiazid"	"Standarddosis: 1 Applikationsform O "
"C03EC41"	"Spironolacton und Bendroflumethiazid"	"Standarddosis: 1 Applikationsform O "
"C03ED01"	"Spironolacton und Furosemid"	"Standarddosis: 1 Applikationsform O "
"C03ED02"	"Kaliumcanrenoat und High-ceiling-Diuretika"	""
"C03XA01"	"Tolvaptan"	"30 mg O; 0,12 g O bei autosomal-dominanter polyzystischer Nierenerkrankung (ADPKD)"
"C03XA02"	"Conivaptan"	""
"C03XH20"	"Kombinationen"	""
"C03XP01"	"Schachtelhalmkraut"	""
"C03XP02"	"Birkenblätter"	""
"C03XP03"	"Wacholderbeeren"	""
"C03XP30"	"Kombinationen"	""
"C04AA01"	"Isoxsuprin"	"60 mg O,P"
"C04AA02"	"Buphenin"	"30 mg O"
"C04AA31"	"Bamethan"	"75 mg O"
"C04AA52"	"Buphenin, Kombinationen"	""
"C04AA81"	"Bamethan, Kombinationen"	""
"C04AB01"	"Phentolamin"	"10 mg O,P"
"C04AB02"	"Tolazolin"	"75 mg O"
"C04AC01"	"Nicotinsäure"	"0,2 g O,P"
"C04AC02"	"Nicotinylalkohol (Pyridylcarbinol)"	"0,3 g O,P"
"C04AC03"	"Inositolnicotinat"	"1,2 g O"
"C04AC07"	"Ciclonicat"	""
"C04AC20"	"Kombinationen"	""
"C04AC51"	"Nicotinsäure, Kombinationen"	""
"C04AC52"	"Pyridylcarbinol, Kombinationen"	""
"C04AC53"	"Inositolnicotinat, Kombinationen"	""
"C04AC58"	"Benzylnicotinat, Kombinationen"	""
"C04AD01"	"Pentifyllin"	""
"C04AD02"	"Xantinolnicotinat"	"0,9 g O,P"
"C04AD03"	"Pentoxifyllin"	"1 g O; 0,3 g P"
"C04AD04"	"Etofyllinnicotinat"	"0,3 g O"
"C04AD50"	"Andere Purin-Derivate, Kombinationen"	""
"C04AD54"	"Etofyllin, Kombinationen"	""
"C04AD56"	"Proxyphyllin, Kombinationen"	""
"C04AE01"	"Ergoloidmesylat"	"3 mg O,P"
"C04AE02"	"Nicergolin"	""
"C04AE04"	"Dihydroergocristin"	""
"C04AE51"	"Ergoloidmesylat, Kombinationen"	""
"C04AE54"	"Dihydroergocristin, Kombinationen"	""
"C04AF01"	"Kallidinogenase"	"30 E O,P"
"C04AF51"	"Kallidinogenase, Kombinationen"	""
"C04AG01"	"Alprostadil"	"40 mcg P "
"C04AH10"	"Verschiedene"	""
"C04AH20"	"Kombinationen"	""
"C04AX01"	"Cyclandelat"	"0,6 g O"
"C04AX02"	"Phenoxybenzamin"	"30 mg O"
"C04AX07"	"Vincamin"	""
"C04AX10"	"Moxisylyt"	""
"C04AX11"	"Bencyclan"	""
"C04AX13"	"Piribedil"	""
"C04AX17"	"Vinburnin"	""
"C04AX19"	"Suloctidil"	""
"C04AX20"	"Buflomedil"	"0,6 g O"
"C04AX21"	"Naftidrofuryl"	"0,6 g O; 0,3 g P "
"C04AX23"	"Butalamin"	""
"C04AX24"	"Visnadin"	"0,6 g O"
"C04AX26"	"Cetiedil"	""
"C04AX27"	"Cinepazid"	""
"C04AX28"	"Ifenprodil"	""
"C04AX30"	"Azapetin"	"0,15 g O"
"C04AX32"	"Fasudil"	""
"C04AX37"	"Diisopropylamin"	""
"C04AX38"	"Papaverin"	""
"C04AX39"	"Raubasin"	""
"C04AX42"	"Moxaverin"	""
"C04BA01"	"Moxaverin, Kombinationen"	""
"C04BA02"	"Papaverin, Kombinationen"	""
"C04BA03"	"Raubasin, Kombinationen"	""
"C04BA04"	"Organextrakt, Kombinationen"	""
"C04BA05"	"Diisopropylamin, Kombinationen"	""
"C04BA06"	"Visnadin, Kombinationen"	""
"C05AA01"	"Hydrocortison"	""
"C05AA04"	"Prednisolon"	""
"C05AA05"	"Betamethason"	""
"C05AA06"	"Fluorometholon"	""
"C05AA08"	"Fluocortolon"	""
"C05AA09"	"Dexamethason"	""
"C05AA10"	"Fluocinolonacetonid"	""
"C05AA11"	"Fluocinonid"	""
"C05AA12"	"Triamcinolon"	""
"C05AA51"	"Hydrocortison, Kombinationen"	""
"C05AA54"	"Prednisolon, Kombinationen"	""
"C05AA55"	"Betamethason, Kombinationen"	""
"C05AA56"	"Fluorometholon, Kombinationen"	""
"C05AA58"	"Fluocortolon, Kombinationen"	""
"C05AA60"	"Fluocinolonacetonid, Kombinationen"	""
"C05AA61"	"Fluocinonid, Kombinationen"	""
"C05AA62"	"Triamcinolon, Kombinationen"	""
"C05AA64"	"Flupredniden, Kombinationen"	""
"C05AA65"	"Clocortolon, Kombinationen"	""
"C05AD01"	"Lidocain"	""
"C05AD02"	"Tetracain"	""
"C05AD03"	"Benzocain"	""
"C05AD04"	"Cinchocain"	""
"C05AD05"	"Procain"	""
"C05AD06"	"Oxetacain"	""
"C05AD07"	"Pramocain"	""
"C05AD10"	"Polidocanol (Lauromacrogol 400)"	""
"C05AD11"	"Quinisocain"	""
"C05AD20"	"Kombinationen"	""
"C05AD51"	"Lidocain, Kombinationen"	""
"C05AD53"	"Benzocain, Kombinationen"	""
"C05AD54"	"Cinchocain, Kombinationen"	""
"C05AD55"	"Procain, Kombinationen"	""
"C05AD58"	"Propipocain, Kombinationen"	""
"C05AD59"	"Fomocain, Kombinationen"	""
"C05AD60"	"Polidocanol (Lauromacrogol 400), Kombinationen"	""
"C05AD61"	"Quinisocain, Kombinationen"	""
"C05AD62"	"Butoxycain, Kombinationen"	""
"C05AE01"	"Glyceroltrinitrat"	""
"C05AE02"	"Isosorbiddinitrat"	""
"C05AE03"	"Diltiazem"	""
"C05AF01"	"Chinin"	""
"C05AF51"	"Chinin, Kombinationen"	""
"C05AH01"	"Hamamelis"	""
"C05AH20"	"Kombinationen"	""
"C05AP01"	"Hamamelisblätter und -rinde"	""
"C05AP30"	"Kombinationen"	""
"C05AP52"	"Rosskastaniensamen, Kombinationen"	""
"C05AX01"	"Aluminium-haltige Zubereitungen"	""
"C05AX02"	"Bismutpräparate, Kombinationen"	""
"C05AX03"	"Andere Hämorrhoidenmittel, Kombinationen"	""
"C05AX04"	"Zinkpräparate"	""
"C05AX05"	"Tribenosid"	""
"C05AX06"	"Ruscogenin"	""
"C05AX07"	"Lebertran"	""
"C05AX08"	"Heparin"	""
"C05AX09"	"Mikroorganismen"	""
"C05AX13"	"Bituminosulfonate, inkl. Kombinationen"	""
"C05AX14"	"Dioxopromethazin"	""
"C05BA01"	"Heparinoide"	""
"C05BA02"	"Natriumapolat"	""
"C05BA03"	"Heparin"	"Standarddosis: 2,5 g Salbe etc. T "
"C05BA04"	"Natriumpentosanpolysulfat"	""
"C05BA05"	"Mucopolysaccharidschwefelsäureester"	""
"C05BA51"	"Heparinoid, Kombinationen"	""
"C05BA53"	"Heparin, Kombinationen"	""
"C05BA54"	"Natriumpentosanpolysulfat, Kombinationen"	""
"C05BA55"	"Mucopolysaccharidschwefelsäureester, Kombinationen"	""
"C05BB01"	"Monoethanolaminoleat"	""
"C05BB02"	"Polidocanol (Lauromacrogol 400)"	""
"C05BB03"	"Invertzucker"	""
"C05BB04"	"Natriumtetradecylsulfat"	""
"C05BB05"	"Phenol"	""
"C05BB56"	"Glucose, Kombinationen"	""
"C05BP01"	"Rosskastaniensamen"	""
"C05BP02"	"Weinlaubblätter"	""
"C05BP03"	"Hamamelisblätter und -rinde"	""
"C05BP04"	"Arnikablüten"	""
"C05BP30"	"Kombinationen"	""
"C05BP51"	"Rosskastaniensamen, Kombinationen"	""
"C05BP52"	"Weinlaubblätter, Kombinationen"	""
"C05BX01"	"Calciumdobesilat"	""
"C05BX51"	"Calciumdobesilat, Kombinationen"	""
"C05BZ02"	"Hydroxyethylrutoside"	""
"C05BZ04"	"Diosmin"	""
"C05BZ05"	"Digitoxin"	""
"C05BZ06"	"Benzaron"	""
"C05BZ07"	"Cumarin"	""
"C05BZ09"	"Aescin"	""
"C05BZ20"	"Kombinationen"	""
"C05BZ59"	"Aescin, Kombinationen"	""
"C05CA01"	"Rutoside"	""
"C05CA02"	"Monoxerutin"	""
"C05CA03"	"Diosmin"	""
"C05CA04"	"Troxerutin"	"0,9 g O "
"C05CA05"	"Hidrosmin"	""
"C05CA06"	"Pygnogenol"	""
"C05CA07"	"Aescin"	"0,1 g O "
"C05CA13"	"Hydroxyethylrutoside"	""
"C05CA20"	"Kombinationen"	""
"C05CA51"	"Rutosid, Kombinationen"	""
"C05CA53"	"Diosmin, Kombinationen"	""
"C05CA54"	"Troxerutin, Kombinationen"	""
"C05CA57"	"Aescin, Kombinationen"	""
"C05CA59"	"Trimethylhesperidin, Kombinationen"	""
"C05CH10"	"Verschiedene"	""
"C05CH20"	"Kombinationen"	""
"C05CH50"	"Kombinationen mit anderen Mitteln"	""
"C05CP01"	"Rosskastaniensamen**"	"0,1 g O bezogen auf Aescin "
"C05CP02"	"Weinlaubblätter"	""
"C05CP04"	"Mäusedornwurzelstock"	""
"C05CP05"	"Steinkleekraut"	""
"C05CP30"	"Kombinationen"	""
"C05CP50"	"Andere pflanzliche kapillarstabilisierende Mittel, Kombinationen"	""
"C05CP51"	"Rosskastaniensamen, Kombinationen"	""
"C05CP52"	"Weinlaubblätter, Kombinationen"	""
"C05CP53"	"Goldrutenkraut, Kombinationen"	""
"C05CP54"	"Mäusedornwurzelstock, Kombinationen"	""
"C05CX01"	"Tribenosid"	""
"C05CX02"	"Naftazon"	""
"C05CX05"	"Benzaron"	""
"C05CX54"	"Spartein, Kombinationen"	""
"C06AA02"	"Dihydroergotaminmesilat"	"4 mg O "
"C06AA50"	"Dihydroergotaminmesilat und Etilefrin"	""
"C06AH10"	"Verschiedene"	""
"C06AH20"	"Kombinationen"	""
"C07AA01"	"Alprenolol"	"0,4 g O"
"C07AA02"	"Oxprenolol"	"0,16 g O"
"C07AA03"	"Pindolol"	"15 mg O"
"C07AA05"	"Propranolol"	"0,16 g O"
"C07AA06"	"Timolol"	"20 mg O"
"C07AA07"	"Sotalol"	"0,16 g O"
"C07AA12"	"Nadolol"	"0,16 g O"
"C07AA14"	"Mepindolol"	"5 mg O"
"C07AA15"	"Carteolol"	"10 mg O"
"C07AA16"	"Tertatolol"	"5 mg O"
"C07AA17"	"Bopindolol"	""
"C07AA18"	"Metipranolol"	""
"C07AA19"	"Bupranolol"	"0,1 g O "
"C07AA23"	"Penbutolol"	"40 mg O"
"C07AA27"	"Cloranolol"	""
"C07AA30"	"Carazolol"	""
"C07AA31"	"Bunitrolol"	""
"C07AA57"	"Sotalol, Kombinationen"	""
"C07AB01"	"Practolol"	"0,3 g O"
"C07AB02"	"Metoprolol"	"0,15 g O"
"C07AB03"	"Atenolol"	"75 mg O"
"C07AB04"	"Acebutolol"	"0,4 g O"
"C07AB05"	"Betaxolol"	"20 mg O"
"C07AB06"	"Bevantolol"	"0,3 g O"
"C07AB07"	"Bisoprolol"	"10 mg O bezogen auf Bisoprololhemifumarat"
"C07AB08"	"Celiprolol"	"0,2 g O"
"C07AB09"	"Esmolol"	""
"C07AB10"	"Epanolol"	"0,2 g O"
"C07AB11"	"S-Atenolol"	"50 mg O"
"C07AB12"	"Nebivolol"	"5 mg O"
"C07AB13"	"Talinolol"	"0,1 g O"
"C07AB52"	"Metoprolol, Kombinationen"	""
"C07AB57"	"Bisoprolol, Kombinationen"	""
"C07AG01"	"Labetalol"	"0,6 g O"
"C07AG02"	"Carvedilol"	"37,5 mg O"
"C07BA01"	"Alprenolol und Thiazide"	"Standarddosis: 1 Applikationsform O "
"C07BA02"	"Oxprenolol und Thiazide"	""
"C07BA05"	"Propranolol und Thiazide"	"Standarddosis: 1 Applikationsform O "
"C07BA06"	"Timolol und Thiazide"	""
"C07BA07"	"Sotalol und Thiazide"	"Standarddosis: 1 Applikationsform O "
"C07BA12"	"Nadolol und Thiazide"	"Standarddosis: 1 Applikationsform O "
"C07BA14"	"Mepindolol und Thiazide"	"Standarddosis: 1 Applikationsform O "
"C07BA18"	"Metipranolol und Thiazide"	"Standarddosis: 1 Applikationsform O "
"C07BA68"	"Metipranolol und Thiazide, Kombinationen"	""
"C07BB02"	"Metoprolol und Thiazide"	""
"C07BB03"	"Atenolol und Thiazide"	""
"C07BB04"	"Acebutolol und Thiazide"	""
"C07BB06"	"Bevantolol und Thiazide"	""
"C07BB07"	"Bisoprolol und Thiazide"	""
"C07BB12"	"Nebivolol und Thiazide"	""
"C07BB22"	"Metoprolol und Hydrochlorothiazid"	"Standarddosis: 1 Applikationsform O "
"C07BB27"	"Bisoprolol und Hydrochlorothiazid"	"Standarddosis: 1 Applikationsform O "
"C07BB52"	"Metoprolol und Thiazide, Kombinationen"	""
"C07BG01"	"Labetalol und Thiazide"	""
"C07BG02"	"Carvedilol und Thiazide"	""
"C07CA02"	"Oxprenolol und andere Diuretika"	"Standarddosis: 1 Applikationsform O "
"C07CA03"	"Pindolol und andere Diuretika"	"Standarddosis: 1 Applikationsform O "
"C07CA05"	"Propranolol und andere Diuretika"	"Standarddosis: 1 Applikationsform O "
"C07CA17"	"Bopindolol und andere Diuretika"	""
"C07CA23"	"Penbutolol und andere Diuretika"	""
"C07CA51"	"Penbutolol und Furosemid"	"Standarddosis: 1 Applikationsform O "
"C07CA52"	"Penbutolol und Piretanid"	"Standarddosis. 1 Applikationsform O "
"C07CB02"	"Metoprolol und andere Diuretika"	""
"C07CB03"	"Atenolol und andere Diuretika"	""
"C07CB04"	"Acebutolol und andere Diuretika"	"Standarddosis: 1 Applikationsform O "
"C07CB08"	"Celiprolol und andere Diuretika"	""
"C07CB22"	"Metoprolol und Chlortalidon"	"Standarddosis: 1 Applikationsform O "
"C07CB23"	"Atenolol und Chlortalidon"	"Standarddosis: 1 Applikationsform O "
"C07CB53"	"Atenolol und andere Diuretika, Kombinationen"	""
"C07CG01"	"Labetalol und andere Diuretika"	""
"C07DA06"	"Timolol, Thiazide und andere Diuretika"	""
"C07DA25"	"Propranolol, Hydrochlorothiazid und Triamteren"	"Standarddosis: 1 Applikationsform O "
"C07DA26"	"Timolol, Hydrochlorothiazid und Amilorid"	"Standarddosis: 1 Applikationsform O "
"C07DB01"	"Atenolol, Thiazide und andere Diuretika"	""
"C07EA03"	"Pindolol und Vasodilatatoren"	"Standarddosis: 1 Applikationsform O "
"C07EA05"	"Propranolol und Vasodilatatoren"	"Standarddosis: 1 Applikationsform O "
"C07EA19"	"Bupranolol und Vasodilatatoren"	"Standarddosis: 1 Applikationsform O "
"C07FA02"	"Oxprenolol und andere Antihypertensiva"	"Standarddosis: 1 Applikationsform O "
"C07FA05"	"Propranolol und andere Antihypertensiva"	"Standarddosis: 1 Applikationsform O "
"C07FA18"	"Metipranolol und andere Antihypertensiva"	"Standarddosis: 1 Applikationsform O "
"C07FA19"	"Bupranolol und andere Antihypertensiva"	"Standarddosis: 1 Applikationsform O "
"C07FB02"	"Metoprolol und andere Antihypertensiva"	"Standarddosis: 1 Applikationsform O "
