"key"	"name_de"	"name_en"	"level"
"C02K"	"ANDERE ANTIHYPERTENSIVA"	"Other antihypertensives"	3
"C02KA"	"Alkaloide, exkl. Rauwolfia"	"Alkaloids, excluding rauwolfia"	4
"C02KB"	"Tyrosinhydroxylasehemmer"	"Tyrosine hydroxylase inhibitors"	4
"C02KC"	"MAO-Hemmer"	"MAO inhibitors"	4
"C02KD"	"Serotonin-Antagonisten"	"Serotonin antagonists"	4
"C02KH"	"Homöopathische und anthroposophische Antihypertensiva"	NA	4
"C02KP"	"Pflanzliche Antihypertensiva"	NA	4
"C02KX"	"Antihypertensiva zur Behandlung der pulmonalen arteriellen Hypertonie"	"Antihypertensives for pulmonary arterial hypertension"	4
"C02L"	"ANTIHYPERTENSIVA UND DIURETIKA IN KOMBINATION"	"Antihypertensives and diuretics in combination"	3
"C02LA"	"Rauwolfia-Alkaloide und Diuretika in Kombination"	"Rauwolfia alkaloids and diuretics in combination"	4
"C02LB"	"Methyldopa und Diuretika in Kombination"	"Methyldopa and diuretics in combination"	4
"C02LC"	"Imidazolin-Rezeptoragonisten in Kombination mit Diuretika"	"Imidazoline receptor agonists in combination with diuretics"	4
"C02LE"	"Alpha-Adrenozeptor-Antagonisten und Diuretika"	"Alpha-adrenoreceptor antagonists and diuretics"	4
"C02LF"	"Guanidin-Derivate und Diuretika"	"Guanidine derivatives and diuretics"	4
"C02LG"	"Hydrazinophthalazin-Derivate und Diuretika"	"Hydrazinophthalazine derivatives and diuretics"	4
"C02LK"	"Alkaloide, exkl. Rauwolfia, in Kombination mit Diuretika"	"Alkaloids, excluding rauwolfia, in combination with diuretics"	4
"C02LL"	"MAO-Hemmer und Diuretika"	"MAO inhibitors and diuretics"	4
"C02LN"	"Serotonin-Antagonisten und Diuretika"	"Serotonin antagonists and diuretics"	4
"C02LX"	"Andere Antihypertensiva und Diuretika"	"Other antihypertensives and diuretics"	4
"C02N"	"KOMBINATIONEN VON ANTIHYPERTENSIVEN WIRKSTOFFEN AUS ATC-GRUPPE C02"	"Combinations of antihypertensives in ATC-group C02"	3
"C03"	"DIURETIKA"	"Diuretic drugs"	2
"C03A"	"LOW-CEILING-DIURETIKA, THIAZIDE"	"Low-ceiling diuretics, thiazides"	3
"C03AA"	"Thiazide, rein"	"Thiazides, plain"	4
"C03AB"	"Thiazide und Kalium in Kombination"	"Thiazides and potassium in combination"	4
"C03AH"	"Thiazide, Kombinationen mit Psycholeptika und/oder Analgetika"	"Thiazides, combinations with psycholeptics and/or analgesics"	4
"C03AX"	"Thiazide, Kombinationen mit anderen Mitteln"	"Thiazides, combinations with other drugs"	4
"C03B"	"LOW-CEILING-DIURETIKA, EXKL. THIAZIDE"	"Low-ceiling diuretics, excluding thiazides"	3
"C03BA"	"Sulfonamide, rein"	"Sulfonamides, plain"	4
"C03BB"	"Sulfonamide und Kalium in Kombination"	"Sulfonamides and potassium in combination"	4
"C03BC"	"Quecksilber-haltige Diuretika"	"Mercurial diuretics"	4
"C03BD"	"Xanthin-Derivate"	"Xanthine derivatives"	4
"C03BK"	"Sulfonamide, Kombinationen mit anderen Mitteln"	"Sulfonamides, combinations with other drugs"	4
"C03BX"	"Andere Low-ceiling-Diuretika"	"Other low-ceiling diuretics"	4
"C03C"	"HIGH-CEILING-DIURETIKA"	"High-ceiling diuretics"	3
"C03CA"	"Sulfonamide, rein"	"Sulfonamides, plain"	4
"C03CB"	"Sulfonamide und Kalium in Kombination"	"Sulfonamides and potassium in combination"	4
"C03CC"	"Aryloxyessigsäure-Derivate"	"Aryloxyacetic acid derivatives"	4
"C03CD"	"Pyrazolon-Derivate"	"Pyrazolone derivatives"	4
"C03CX"	"Andere High-ceiling-Diuretika"	"Other high-ceiling diuretics"	4
"C03D"	"KALIUM SPARENDE MITTEL"	"Potassium-sparing agents"	3
"C03DA"	"Aldosteron-Antagonisten"	"Aldosterone antagonists"	4
"C03DB"	"Andere Kalium sparende Mittel"	"Other potassium-sparing agents"	4
"C03E"	"DIURETIKA UND KALIUM SPARENDE MITTEL IN KOMBINATION"	"Diuretics and potassium-sparing agents in combination"	3
"C03EA"	"Low-ceiling-Diuretika und Kalium sparende Mittel"	"Low-ceiling diuretics and potassium-sparing agents"	4
"C03EB"	"High-ceiling-Diuretika und Kalium sparende Diuretika"	"High-ceiling diuretics and potassium-sparing agents"	4
"C03EC"	"Aldosteron-Antagonisten und Low-ceiling-Diuretika"	NA	4
"C03ED"	"Aldosteron-Antagonisten und High-ceiling-Diuretika"	NA	4
"C03X"	"ANDERE DIURETIKA"	"Other diuretics"	3
"C03XA"	"Vasopressin-Antagonisten"	"Vasopressin antagonists"	4
"C03XH"	"Andere homöopathische und anthroposophische Diuretika"	NA	4
"C03XP"	"Pflanzliche Diuretika"	NA	4
"C04"	"PERIPHERE VASODILATATOREN"	"Peripheral vasodilators"	2
"C04A"	"PERIPHERE VASODILATATOREN"	"Peripheral vasodilators"	3
"C04AA"	"2-Amino-1-phenylethanol-Derivate"	"2-amino-1-phenylethanol derivatives"	4
"C04AB"	"Imidazolin-Derivate"	"Imidazoline derivatives"	4
"C04AC"	"Nicotinsäure und Derivate"	"Nicotinic acid and derivatives"	4
"C04AD"	"Purin-Derivate"	"Purine derivatives"	4
"C04AE"	"Mutterkorn-Alkaloide"	"Ergot alkaloids"	4
"C04AF"	"Enzyme"	"Enzymes"	4
"C04AG"	"Prostaglandine"	NA	4
"C04AH"	"Homöopathische und anthroposophische Vasodilatatoren"	NA	4
"C04AX"	"Andere periphere Vasodilatatoren"	"Other peripheral vasodilators"	4
"C04B"	"KOMBINATIONEN VON ANDEREN PERIPHEREN VASODILATATOREN"	NA	3
"C04BA"	"Kombinationen von anderen peripheren Vasodilatatoren"	NA	4
"C05"	"VASOPROTEKTOREN"	"Vasoprotective drugs"	2
"C05A"	"MITTEL ZUR BEHANDLUNG VON HÄMORRHOIDEN UND ANALFISSUREN ZUR TOPISCHEN ANWENDUNG"	"Agents for treatment of hemorrhoids and anal fissures for topical use"	3
"C05AA"	"Corticosteroide"	"Corticosteroids"	4
"C05AB"	"Antibiotika"	"Antibiotics"	4
"C05AD"	"Lokalanästhetika"	"Local anesthetics"	4
"C05AE"	"Muskelrelaxanzien"	"Muscle relaxants"	4
"C05AF"	"Verödungsmittel"	NA	4
"C05AH"	"Homöopathische und anthroposophische Hämorrhoidenmittel zur topischen Anwendung"	NA	4
"C05AP"	"Pflanzliche Hämorrhoidenmittel zur topischen Anwendung"	NA	4
"C05AX"	"Andere Mittel zur Behandlung von Hämorrhoiden und Analfissuren zur topischen Anwendung"	"Other agents for treatment of hemorrhoids and anal fissures for topical use"	4
"C05B"	"ANTIVARIKOSA"	"Antivaricose therapy"	3
"C05BA"	"Heparine oder Heparinoide zur topischen Anwendung"	"Heparins or heparinoids for topical use"	4
"C05BB"	"Sklerosierende Mittel zur lokalen Injektion"	"Sclerosing agents for local injection"	4
"C05BP"	"Pflanzliche Venenmittel zur topischen Anwendung"	NA	4
"C05BX"	"Andere sklerosierende Mittel"	"Other sclerosing agents"	4
"C05BZ"	"Andere Venenmittel zur topischen Anwendung"	NA	4
"C05C"	"KAPILLARSTABILISIERENDE MITTEL"	"Capillary stabilising agents"	3
"C05CA"	"Bioflavonoide"	"Bioflavonoids"	4
"C05CH"	"Homöopathische und anthroposophische kapillarstabilisierende Mittel"	NA	4
"C05CP"	"Pflanzliche kapillarstabilisierende Mittel"	NA	4
"C05CX"	"Andere kapillarstabilisierende Mittel"	"Other capillary stabilising agents"	4
"C06"	"ANDERE HERZ- UND KREISLAUFMITTEL"	NA	2
"C06A"	"ANTIHYPOTONIKA"	NA	3
"C06AA"	"Ergotamin-Derivate"	NA	4
"C06AH"	"Homöopathische und anthroposophische Antihypotonika"	NA	4
"C07"	"BETA-ADRENOZEPTOR-ANTAGONISTEN"	"Beta blocking agents"	2
"C07A"	"BETA-ADRENOZEPTOR-ANTAGONISTEN"	"Beta blocking agents"	3
"C07AA"	"Beta-Adrenozeptor-Antagonisten, nichtselektiv"	"Beta blocking agents, non-selective"	4
"C07AB"	"Beta-Adrenozeptor-Antagonisten, selektiv"	"Beta blocking agents, selective"	4
"C07AG"	"Alpha- und Beta-Adrenozeptor-Antagonisten"	"Alpha and beta blocking agents"	4
"C07B"	"BETA-ADRENOZEPTOR-ANTAGONISTEN UND THIAZIDE"	"Beta blocking agents and thiazides"	3
"C07BA"	"Beta-Adrenozeptor-Antagonisten, nichtselektiv, und Thiazide"	"Beta blocking agents, non-selective, and thiazides"	4
"C07BB"	"Beta-Adrenozeptor-Antagonisten, selektiv, und Thiazide"	"Beta blocking agents, selective, and thiazides"	4
"C07BG"	"Alpha- und Beta-Adrenozeptor-Antagonisten und Thiazide"	"Alpha and beta blocking agents and thiazides"	4
"C07C"	"BETA-ADRENOZEPTOR-ANTAGONISTEN UND ANDERE DIURETIKA"	"Beta blocking agents and other diuretics"	3
"C07CA"	"Beta-Adrenozeptor-Antagonisten, nichtselektiv, und andere Diuretika"	"Beta blocking agents, non-selective, and other diuretics"	4
"C07CB"	"Beta-Adrenozeptor-Antagonisten, selektiv, und andere Diuretika"	"Beta blocking agents, selective, and other diuretics"	4
"C07CG"	"Alpha- und Beta-Adrenozeptor-Antagonisten und andere Diuretika"	"Alpha and beta blocking agents and other diuretics"	4
"C07D"	"BETA-ADRENOZEPTOR-ANTAGONISTEN, THIAZIDE UND ANDERE DIURETIKA"	"Beta blocking agents, thiazides and other diuretics"	3
"C07DA"	"Beta-Adrenozeptor-Antagonisten, nichtselektiv, Thiazide und andere Diuretika"	"Beta blocking agents, non-selective, thiazides and other diuretics"	4
"C07DB"	"Beta-Adrenozeptor-Antagonisten, selektiv, Thiazide und andere Diuretika"	"Beta blocking agents, selective, thiazides and other diuretics"	4
"C07E"	"BETA-ADRENOZEPTOR-ANTAGONISTEN UND VASODILATATOREN"	"Beta blocking agents and vasodilators"	3
"C07EA"	"Beta-Adrenozeptor-Antagonisten, nichtselektiv, und Vasodilatatoren"	"Beta blocking agents, non-selective, and vasodilators"	4
"C07EB"	"Beta-Adrenozeptor-Antagonisten, selektiv, und Vasodilatatoren"	"Beta blocking agents, selective, and vasodilators"	4
"C07F"	"BETA-ADRENOZEPTOR-ANTAGONISTEN UND ANDERE ANTIHYPERTENSIVA"	"Beta blocking agents and other antihypertensives"	3
"C07FA"	"Beta-Adrenozeptor-Antagonisten, nichtselektiv, und andere Antihypertensiva"	"Beta blocking agents, non-selective, and other antihypertensives"	4
"C07FB"	"Beta-Adrenozeptor-Antagonisten, selektiv, und andere Antihypertensiva"	"Beta blocking agents, selective, and other antihypertensives"	4
"C07G"	"BETA-ADRENOZEPTOR-ANTAGONISTEN UND ANDERE MITTEL"	NA	3
"C07GA"	"Beta-Adrenozeptor-Antagonisten, nicht selektiv, und andere Mittel"	NA	4
"C08"	"CALCIUMKANALBLOCKER"	"Calcium channel blockers"	2
"C08C"	"SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER GEFÄSSWIRKUNG"	"Selective calcium channel blockers with mainly vascular effects"	3
"C08CA"	"Dihydropyridin-Derivate"	"Dihydropyridine derivatives"	4
"C08CX"	"Andere selektive Calciumkanalblocker mit vorwiegender Gefäßwirkung"	"Other selective calcium channel blockers with mainly vascular effects"	4
"C08D"	"SELEKTIVE CALCIUMKANALBLOCKER MIT VORWIEGENDER HERZWIRKUNG"	"Selective calcium channel blockers with direct cardiac effects"	3
"C08DA"	"Phenylalkylamin-Derivate"	"Phenylalkylamine derivatives"	4
"C08DB"	"Benzothiazepin-Derivate"	"Benzothiazepine derivatives"	4
"C08E"	"NICHTSELEKTIVE CALCIUMKANALBLOCKER"	"Non-selective calcium channel blockers"	3
"C08EA"	"Phenylalkylamin-Derivate"	"Phenylalkylamine derivatives"	4
"C08EX"	"Andere nichtselektive Calciumkanalblocker"	"Other non-selective calcium channel blockers"	4
"C08G"	"CALCIUMKANALBLOCKER UND DIURETIKA"	"Calcium channel blockers and diuretics"	3
"C08GA"	"Calciumkanalblocker und Diuretika"	"Calcium channel blockers and diuretics"	4
"C09"	"MITTEL MIT WIRKUNG AUF DAS RENIN-ANGIOTENSIN-SYSTEM"	"Agents acting on the renin-angiotensin system"	2
"C09A"	"ACE-HEMMER, REIN"	NA	3
"C09AA"	"ACE-Hemmer, rein"	"ACE inhibitors, plain"	4
"C09B"	"ACE-HEMMER, KOMBINATIONEN"	"ACE inhibitors, combinations"	3
"C09BA"	"ACE-Hemmer und Diuretika"	"ACE inhibitors and diuretics"	4
"C09BB"	"ACE-Hemmer und Calciumkanalblocker"	"ACE inhibitors and calcium channel blockers"	4
"C09BX"	"ACE-Hemmer, andere Kombinationen"	"ACE inhibitors, other combinations"	4
"C09C"	"ANGIOTENSIN-II-ANTAGONISTEN, REIN"	NA	3
"C09CA"	"Angiotensin-II-Antagonisten, rein"	"Angiotensin II antagonists, plain"	4
"C09D"	"ANGIOTENSIN-II-ANTAGONISTEN, KOMBINATIONEN"	"Angiotensin II antagonists, combinations"	3
"C09DA"	"Angiotensin-II-Antagonisten und Diuretika"	"Angiotensin II antagonists and diuretics"	4
"C09DB"	"Angiotensin-II-Antagonisten und Calciumkanalblocker"	"Angiotensin II antagonists and calcium channel blockers"	4
"C09DX"	"Angiotensin-II-Antagonisten, andere Kombinationen"	"Angiotensin II antagonists, other combinations"	4
"C09X"	"ANDERE MITTEL MIT WIRKUNG AUF DAS RENIN-ANGIOTENSIN-SYSTEM"	"Other agents acting on the renin-angiotensin system"	3
"C09XA"	"Renin-Inhibitoren"	"Renin-inhibitors"	4
"C10"	"MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN"	"Lipid modifying agents"	2
"C10A"	"MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN, REIN"	"Lipid modifying agents, plain"	3
"C10AA"	"HMG-CoA-Reduktasehemmer"	"HMG CoA reductase inhibitors"	4
"C10AB"	"Fibrate"	"Fibrates"	4
"C10AC"	"Gallensäure bindende Mittel"	"Bile acid sequestrants"	4
"C10AD"	"Nicotinsäure und Derivate"	"Nicotinic acid and derivatives"	4
"C10AP"	"Pflanzliche Mittel, die den Lipidstoffwechsel beeinflussen"	NA	4
"C10AX"	"Andere Mittel, die den Lipidstoffwechsel beeinflussen"	"Other lipid modifying agents"	4
"C10B"	"MITTEL, DIE DEN LIPIDSTOFFWECHSEL BEEINFLUSSEN, KOMBINATIONEN"	"Lipid modifying agents, combinations"	3
"C10BA"	"HMG-CoA-Reduktasehemmer in Kombination mit anderen Mitteln, die den Lipidstoffwechsel beeinflussen"	"HMG CoA reductase inhibitors in combination with other lipid modifying agents"	4
"C10BB"	"Fibrate in Kombination mit anderen Mitteln, die den Lipidstoffwechsel beeinflussen"	NA	4
"C10BE"	"Kombinationen von anderen Mitteln, die den Lipidstoffwechsel beeinflussen"	NA	4
"C10BP"	"Pflanzliche Mittel, die den Lipidstoffwechsel beeinflussen, Kombinationen"	NA	4
"C10BX"	"HMG-CoA-Reduktasehemmer, andere Kombinationen"	"HMG CoA reductase inhibitors, other combinations"	4
"D"	"DERMATIKA"	"Dermatological drugs"	1
"D01"	"ANTIMYKOTIKA ZUR DERMATOLOGISCHEN ANWENDUNG"	"Antifungals for dermatological use"	2
"D01A"	"ANTIMYKOTIKA ZUR TOPISCHEN ANWENDUNG"	"Antifungals for topical use"	3
"D01AA"	"Antibiotika"	"Antibiotics"	4
"D01AC"	"Imidazol- und Triazol-Derivate"	"Imidazole and triazole derivatives"	4
"D01AE"	"Andere Antimykotika zur topischen Anwendung"	"Other antifungals for topical use"	4
"D01B"	"ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antifungals for systemic use"	3
"D01BA"	"Antimykotika zur systemischen Anwendung"	"Antifungals for systemic use"	4
"D02"	"EMOLLIENTIA UND HAUTSCHUTZMITTEL"	"Emollients and protectants"	2
"D02A"	"EMOLLIENTIA UND HAUTSCHUTZMITTEL"	"Emollients and protectives"	3
"D02AA"	"Silikon-haltige Mittel"	"Silicone products"	4
"D02AB"	"Zink-haltige Mittel"	"Zinc products"	4
"D02AC"	"Vaseline und Fett-haltige Mittel"	"Soft paraffin and fat products"	4
"D02AD"	"Flüssige Pflaster"	"Liquid plasters"	4
"D02AE"	"Harnstoff-haltige Mittel"	"Carbamide products"	4
"D02AF"	"Salicylsäure-haltige Zubereitungen"	"Salicylic acid preparations"	4
"D02AP"	"Pflanzliche Emollientia und Hautschutzmittel"	NA	4
"D02AX"	"Andere Emollientia und Hautschutzmittel"	NA	4
"D02B"	"PROTEKTIVA GEGEN UV-STRAHLUNG"	"Protectives against UV-radiation"	3
"D02BA"	"Protektiva gegen UV-Strahlung zur topischen Anwendung"	"Protectives against UV-radiation for topical use"	4
"D02BB"	"Protektiva gegen UV-Strahlung zur systemischen Anwendung"	"Protectives against UV-radiation for systemic use"	4
"D03"	"ZUBEREITUNGEN ZUR BEHANDLUNG VON WUNDEN UND GESCHWÜREN"	"Treatment of wounds and ulcers"	2
"D03A"	"WUNDBEHANDLUNGSMITTEL"	"Cicatrizants"	3
"D03AA"	"Lebertransalben"	"Cod-liver oil ointments"	4
"D03AC"	"Narbenbehandlungsmittel"	NA	4
"D03AH"	"Homöopathische und anthroposophische Wundbehandlungsmittel"	NA	4
"D03AP"	"Pflanzliche Wundbehandlungsmittel"	NA	4
"D03AX"	"Andere Wundbehandlungsmittel"	"Other cicatrizants"	4
"D03B"	"ENZYME"	"Enzymes"	3
"D03BA"	"Proteolytische Enzyme"	"Proteolytic enzymes"	4
"D04"	"ANTIPRURIGINOSA, INKL. ANTIHISTAMINIKA, ANÄSTHETIKA ETC."	"Antipyretics drugs"	2
"D04A"	"ANTIPRURIGINOSA, INKL.  ANTIHISTAMINIKA, ANÄSTHETIKA ETC."	"Antipruritics, including antihistamines, anesthetics, etc."	3
"D04AA"	"Antihistaminika zur topischen Anwendung"	"Topical antihistamines"	4
"D04AB"	"Lokalanästhetika"	"Topical anesthetics"	4
"D04AH"	"Homöopathische und anthroposophische Antipruriginosa"	NA	4
"D04AX"	"Andere Antipruriginosa"	NA	4
"D05"	"ANTIPSORIATIKA"	"Antipsoriatic drugs"	2
"D05A"	"ANTIPSORIATIKA ZUR TOPISCHEN ANWENDUNG"	"Antipsoriatics for topical use"	3
"D05AA"	"Teere"	"Tars"	4
"D05AC"	"Anthracen-Derivate"	"Antracen derivatives"	4
"D05AD"	"Psoralene zur topischen Anwendung"	"Psoralens for topical use"	4
"D05AX"	"Andere Antipsoriatika zur topischen Anwendung"	"Other antipsoriatics for topical use"	4
"D05B"	"ANTIPSORIATIKA ZUR SYSTEMISCHEN ANWENDUNG"	"Antipsoriatics for systemic use"	3
"D05BA"	"Psoralene zur systemischen Anwendung"	"Psoralens for systemic use"	4
"D05BB"	"Retinoide zur Behandlung der Psoriasis"	"Retinoids for treatment of psoriasis"	4
"D05BH"	"Homöopathische und anthroposophische Antipsoriatika zur systemischen Anwendung"	NA	4
"D05BX"	"Andere Antipsoriatika zur systemischen Anwendung"	"Other antipsoriatics for systemic use"	4
"D06"	"ANTIBIOTIKA UND CHEMOTHERAPEUTIKA ZUR DERMATOLOGISCHEN ANWENDUNG"	"Antibiotics and chemotherapeutics for dermatological use"	2
"D06A"	"ANTIBIOTIKA ZUR TOPISCHEN ANWENDUNG"	"Antibiotics for topical use"	3
"D06AA"	"Tetracyclin und Derivate"	"Tetracycline and derivatives"	4
"D06AX"	"Andere Antibiotika zur topischen Anwendung"	"Other antibiotics for topical use"	4
"D06B"	"CHEMOTHERAPEUTIKA ZUR TOPISCHEN ANWENDUNG"	"Chemotherapeutics for topical use"	3
"D06BA"	"Sulfonamide"	"Sulfonamides"	4
"D06BB"	"Antivirale Mittel"	"Antivirals"	4
"D06BP"	"Pflanzliche Chemotherapeutika inkl. antivirale Mittel zur topischen Anwendung"	NA	4
"D06BX"	"Andere Chemotherapeutika"	"Other chemotherapeutics"	4
"D06C"	"ANTIBIOTIKA UND CHEMOTHERAPEUTIKA, KOMBINATIONEN"	NA	3
"D07"	"CORTICOSTEROIDE, DERMATOLOGISCHE ZUBEREITUNGEN"	"Topical dermatological corticosteroids"	2
"D07A"	"CORTICOSTEROIDE, REIN"	"Corticosteroids, plain"	3
"D07AA"	"Corticosteroide, schwach wirksam (Gruppe I)"	"Corticosteroids, weak (group I)"	4
"D07AB"	"Corticosteroide, mittelstark wirksam (Gruppe II)"	"Corticosteroids, moderately potent (group II)"	4
"D07AC"	"Corticosteroide, stark wirksam (Gruppe III)"	"Corticosteroids, potent (group III)"	4
"D07AD"	"Corticosteroide, sehr stark wirksam (Gruppe IV)"	"Corticosteroids, very potent (group IV)"	4
"D07B"	"CORTICOSTEROIDE, KOMBINATIONEN MIT ANTISEPTIKA"	"Corticosteroids, combinations with antiseptics"	3
"D07BA"	"Corticosteroide, schwach wirksam, Kombinationen mit Antiseptika"	"Corticosteroids, weak, combinations with antiseptics"	4
"D07BB"	"Corticosteroide, mittelstark wirksam, Kombinationen mit Antiseptika"	"Corticosteroids, moderately potent, combinations with antiseptics"	4
"D07BC"	"Corticosteroide, stark wirksam, Kombinationen mit Antiseptika"	"Corticosteroids, potent, combinations with antiseptics"	4
"D07BD"	"Corticosteroide, sehr stark wirksam, Kombinationen mit Antiseptika"	"Corticosteroids, very potent, combinations with antiseptics"	4
"D07C"	"CORTICOSTEROIDE, KOMBINATIONEN MIT ANTIBIOTIKA"	"Corticosteroids, combinations with antibiotics"	3
"D07CA"	"Corticosteroide, schwach wirksam, Kombinationen mit Antibiotika"	"Corticosteroids, weak, combinations with antibiotics"	4
"D07CB"	"Corticosteroide, mittelstark wirksam, Kombinationen mit Antibiotika"	"Corticosteroids, moderately potent, combinations with antibiotics"	4
"D07CC"	"Corticosteroide, stark wirksam, Kombinationen mit Antibiotika"	"Corticosteroids, potent, combinations with antibiotics"	4
"D07CD"	"Corticosteroide, sehr stark wirksam, Kombinationen mit Antibiotika"	"Corticosteroids, very potent, combinations with antibiotics"	4
"D07X"	"CORTICOSTEROIDE, ANDERE KOMBINATIONEN"	"Corticosteroids, other combinations"	3
"D07XA"	"Corticosteroide, schwach wirksam, andere Kombinationen"	"Corticosteroids, weak, other combinations"	4
"D07XB"	"Corticosteroide, mittelstark wirksam, andere Kombinationen"	"Corticosteroids, moderately potent, other combinations"	4
"D07XC"	"Corticosteroide, stark wirksam, andere Kombinationen"	"Corticosteroids, potent, other combinations"	4
"D07XD"	"Corticosteroide, sehr stark wirksam, andere Kombinationen"	"Corticosteroids, very potent, other combinations"	4
"D08"	"ANTISEPTIKA UND DESINFEKTIONSMITTEL"	"Antiseptics and disinfectants drugs"	2
"D08A"	"ANTISEPTIKA UND DESINFEKTIONSMITTEL"	"Antiseptics and disinfectants"	3
"D08AA"	"Acridin-Derivate"	"Acridine derivatives"	4
"D08AB"	"Aluminium-haltige Mittel"	"Aluminium agents"	4
"D08AC"	"Biguanide und Amidine"	"Biguanides and amidines"	4
"D08AD"	"Borsäure-haltige Mittel"	"Boric acid products"	4
"D08AE"	"Phenol und Derivate"	"Phenol and derivatives"	4
"D08AF"	"Nitrofuran-Derivate"	"Nitrofuran derivatives"	4
"D08AG"	"Iod-haltige Mittel"	"Iodine products"	4
"D08AH"	"Chinolin-Derivate"	"Quinoline derivatives"	4
"D08AJ"	"Quartäre Ammonium-Verbindungen"	"Quaternary ammonium compounds"	4
"D08AK"	"Quecksilber-haltige Mittel"	"Mercurial products"	4
"D08AL"	"Silber-haltige Verbindungen"	"Silver compounds"	4
"D08AX"	"Andere Antiseptika und Desinfektionsmittel"	"Other antiseptics and disinfectants"	4
"D09"	"MEDIZINISCHE VERBÄNDE"	"Medicated dressings"	2
"D09A"	"MEDIZINISCHE VERBÄNDE"	"Medicated dressings"	3
"D09AA"	"Medizinische Verbände mit Antiinfektiva"	"Medicated dressings with antiinfectives"	4
"D09AB"	"Zink-haltige Verbände"	"Zinc bandages"	4
"D09AC"	"Andere Verbandmittel"	NA	4
"D09AX"	"Vaselin-haltige Verbände"	"Soft paraffin dressings"	4
"D10"	"AKNEMITTEL"	"Acne drugs"	2
"D10A"	"AKNEMITTEL ZUR TOPISCHEN ANWENDUNG"	"Topical acne drugs"	3
"D10AA"	"Corticosteroide, Kombinationen zur Behandlung der Akne"	"Corticosteroids, combinations for treatment of acne"	4
"D10AB"	"Schwefel-haltige Mittel"	"Preparations containing sulfur"	4
"D10AD"	"Retinoide zur topischen Anwendung bei Akne"	"Retinoids for topical use in acne"	4
"D10AE"	"Peroxide"	"Peroxides"	4
"D10AF"	"Antiinfektiva zur Behandlung der Akne"	"Anti-infectives for treatment of acne"	4
"D10AX"	"Andere Aknemittel zur topischen Anwendung"	"Other anti-acne preparations for topical use"	4
"D10B"	"AKNEMITTEL ZUR SYSTEMISCHEN ANWENDUNG"	"Anti-acne preparations for systemic use"	3
"D10BA"	"Retinoide zur Behandlung der Akne"	"Retinoids for treatment of acne"	4
"D10BH"	"Homöopathische und anthroposophische Aknemittel zur systemischen Anwendung"	NA	4
"D10BX"	"Andere Aknemittel zur systemischen Anwendung"	"Other anti-acne preparations for systemic use"	4
"D11"	"ANDERE DERMATIKA"	"Other dermatological drugs"	2
"D11A"	"ANDERE DERMATIKA"	"Other dermatological preparations"	3
"D11AA"	"Antihidrotika"	"Antihidrotics"	4
"D11AB"	"Dermatologische Balneotherapeutika"	NA	4
"D11AC"	"Medizinische Haarwaschmittel"	"Medicated shampoos"	4
"D11AE"	"Androgene zur topischen Anwendung"	"Androgens for topical use"	4
"D11AF"	"Warzenmittel und Keratolytika"	"Wart and anti-corn preparations"	4
"D11AG"	"Medizinische Seifen"	NA	4
"D11AH"	"Mittel zur Behandlung der Dermatitis, exkl. Corticosteroide"	"Agents for dermatitis, excluding corticosteroids"	4
"D11AX"	"Andere Dermatika"	"Other dermatologicals"	4
"D11B"	"ANDERE HOMÖOPATHISCHE UND ANTHROPOSOPHISCHE DERMATIKA"	NA	3
"D11BH"	"Andere homöopathische und anthroposophische Dermatika"	NA	4
"G"	"UROGENITALSYSTEM UND SEXUALHORMONE"	"Genitourinary system and reproductive hormones"	1
"G01"	"GYNÄKOLOGISCHE ANTIINFEKTIVA UND ANTISEPTIKA"	"Gynecological anti-infectives and antiseptics"	2
"G01A"	"ANTIINFEKTIVA UND ANTISEPTIKA, EXKL. KOMBINATIONEN MIT CORTICOSTEROIDEN"	"Anti infectives and antiseptics, excluding combinations with corticosteroids"	3
"G01AA"	"Antibiotika"	"Antibiotics"	4
"G01AB"	"Arsen-haltige Verbindungen"	"Arsenic compounds"	4
"G01AC"	"Chinolin-Derivate"	"Quinoline derivatives"	4
"G01AD"	"Organische Säuren"	"Organic acids"	4
"G01AE"	"Sulfonamide"	"Sulfonamides"	4
"G01AF"	"Imidazol-Derivate"	"Imidazole derivatives"	4
"G01AG"	"Triazol-Derivate"	"Triazole derivatives"	4
"G01AX"	"Andere Antiinfektiva und Antiseptika"	"Other anti-infectives and antiseptics"	4
"G01B"	"ANTIINFEKTIVA/ANTISEPTIKA IN KOMBINATION MIT CORTICOSTEROIDEN"	"Antiinfectives/antiseptics in combination with corticosteroids"	3
"G01BA"	"Antibiotika und Corticosteroide"	"Antibiotics and corticosteroids"	4
"G01BC"	"Chinolin-Derivate und Corticosteroide"	"Quinoline derivatives and corticosteroids"	4
"G01BD"	"Antiseptika und Corticosteroide"	"Antiseptics and corticosteroids"	4
"G01BE"	"Sulfonamide und Corticosteroide"	"Sulfonamides and corticosteroids"	4
"G01BF"	"Imidazol-Derivate und Corticosteroide"	"Imidazole derivatives and corticosteroids"	4
"G02"	"ANDERE GYNÄKOLOGIKA"	"Other gynecological drugs"	2
