"key"	"name_de"
"C10BE"	"Kombinationen von anderen Mitteln, die den Lipidstoffwechsel beeinflussen"
"C10BP"	"Pflanzliche Mittel, die den Lipidstoffwechsel beeinflussen, Kombinationen"
"C10BX"	"HMG-CoA-Reduktasehemmer, andere Kombinationen"
"D"	"DERMATIKA"
"D01"	"ANTIMYKOTIKA ZUR DERMATOLOGISCHEN ANWENDUNG"
"D01A"	"ANTIMYKOTIKA ZUR TOPISCHEN ANWENDUNG"
"D01AA"	"Antibiotika"
"D01AC"	"Imidazol- und Triazol-Derivate"
"D01AE"	"Andere Antimykotika zur topischen Anwendung"
"D01B"	"ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG"
"D01BA"	"Antimykotika zur systemischen Anwendung"
"D02"	"EMOLLIENTIA UND HAUTSCHUTZMITTEL"
"D02A"	"EMOLLIENTIA UND HAUTSCHUTZMITTEL"
"D02AA"	"Silikon-haltige Mittel"
"D02AB"	"Zink-haltige Mittel"
"D02AC"	"Vaseline und Fett-haltige Mittel"
"D02AD"	"Flüssige Pflaster"
"D02AE"	"Harnstoff-haltige Mittel"
"D02AF"	"Salicylsäure-haltige Zubereitungen"
"D02AP"	"Pflanzliche Emollientia und Hautschutzmittel"
"D02AX"	"Andere Emollientia und Hautschutzmittel"
"D02B"	"PROTEKTIVA GEGEN UV-STRAHLUNG"
"D02BA"	"Protektiva gegen UV-Strahlung zur topischen Anwendung"
"D02BB"	"Protektiva gegen UV-Strahlung zur systemischen Anwendung"
"D03"	"ZUBEREITUNGEN ZUR BEHANDLUNG VON WUNDEN UND GESCHWÜREN"
"D03A"	"WUNDBEHANDLUNGSMITTEL"
"D03AA"	"Lebertransalben"
"D03AC"	"Narbenbehandlungsmittel"
"D03AH"	"Homöopathische und anthroposophische Wundbehandlungsmittel"
"D03AP"	"Pflanzliche Wundbehandlungsmittel"
"D03AX"	"Andere Wundbehandlungsmittel"
"D03B"	"ENZYME"
"D03BA"	"Proteolytische Enzyme"
"D04"	"ANTIPRURIGINOSA, INKL. ANTIHISTAMINIKA, ANÄSTHETIKA ETC."
"D04A"	"ANTIPRURIGINOSA, INKL.  ANTIHISTAMINIKA, ANÄSTHETIKA ETC."
"D04AA"	"Antihistaminika zur topischen Anwendung"
"D04AB"	"Lokalanästhetika"
"D04AH"	"Homöopathische und anthroposophische Antipruriginosa"
"D04AX"	"Andere Antipruriginosa"
"D05"	"ANTIPSORIATIKA"
"D05A"	"ANTIPSORIATIKA ZUR TOPISCHEN ANWENDUNG"
"D05AA"	"Teere"
"D05AC"	"Anthracen-Derivate"
"D05AD"	"Psoralene zur topischen Anwendung"
"D05AX"	"Andere Antipsoriatika zur topischen Anwendung"
"D05B"	"ANTIPSORIATIKA ZUR SYSTEMISCHEN ANWENDUNG"
"D05BA"	"Psoralene zur systemischen Anwendung"
"D05BB"	"Retinoide zur Behandlung der Psoriasis"
"D05BH"	"Homöopathische und anthroposophische Antipsoriatika zur systemischen Anwendung"
"D05BX"	"Andere Antipsoriatika zur systemischen Anwendung"
"D06"	"ANTIBIOTIKA UND CHEMOTHERAPEUTIKA ZUR DERMATOLOGISCHEN ANWENDUNG"
"D06A"	"ANTIBIOTIKA ZUR TOPISCHEN ANWENDUNG"
"D06AA"	"Tetracyclin und Derivate"
"D06AX"	"Andere Antibiotika zur topischen Anwendung"
"D06B"	"CHEMOTHERAPEUTIKA ZUR TOPISCHEN ANWENDUNG"
"D06BA"	"Sulfonamide"
"D06BB"	"Antivirale Mittel"
"D06BP"	"Pflanzliche Chemotherapeutika inkl. antivirale Mittel zur topischen Anwendung"
"D06BX"	"Andere Chemotherapeutika"
"D06C"	"ANTIBIOTIKA UND CHEMOTHERAPEUTIKA, KOMBINATIONEN"
"D07"	"CORTICOSTEROIDE, DERMATOLOGISCHE ZUBEREITUNGEN"
"D07A"	"CORTICOSTEROIDE, REIN"
"D07AA"	"Corticosteroide, schwach wirksam (Gruppe I)"
"D07AB"	"Corticosteroide, mittelstark wirksam (Gruppe II)"
"D07AC"	"Corticosteroide, stark wirksam (Gruppe III)"
"D07AD"	"Corticosteroide, sehr stark wirksam (Gruppe IV)"
"D07B"	"CORTICOSTEROIDE, KOMBINATIONEN MIT ANTISEPTIKA"
"D07BA"	"Corticosteroide, schwach wirksam, Kombinationen mit Antiseptika"
"D07BB"	"Corticosteroide, mittelstark wirksam, Kombinationen mit Antiseptika"
"D07BC"	"Corticosteroide, stark wirksam, Kombinationen mit Antiseptika"
"D07BD"	"Corticosteroide, sehr stark wirksam, Kombinationen mit Antiseptika"
"D07C"	"CORTICOSTEROIDE, KOMBINATIONEN MIT ANTIBIOTIKA"
"D07CA"	"Corticosteroide, schwach wirksam, Kombinationen mit Antibiotika"
"D07CB"	"Corticosteroide, mittelstark wirksam, Kombinationen mit Antibiotika"
"D07CC"	"Corticosteroide, stark wirksam, Kombinationen mit Antibiotika"
"D07CD"	"Corticosteroide, sehr stark wirksam, Kombinationen mit Antibiotika"
"D07X"	"CORTICOSTEROIDE, ANDERE KOMBINATIONEN"
"D07XA"	"Corticosteroide, schwach wirksam, andere Kombinationen"
"D07XB"	"Corticosteroide, mittelstark wirksam, andere Kombinationen"
"D07XC"	"Corticosteroide, stark wirksam, andere Kombinationen"
"D07XD"	"Corticosteroide, sehr stark wirksam, andere Kombinationen"
"D08"	"ANTISEPTIKA UND DESINFEKTIONSMITTEL"
"D08A"	"ANTISEPTIKA UND DESINFEKTIONSMITTEL"
"D08AA"	"Acridin-Derivate"
"D08AB"	"Aluminium-haltige Mittel"
"D08AC"	"Biguanide und Amidine"
"D08AD"	"Borsäure-haltige Mittel"
"D08AE"	"Phenol und Derivate"
"D08AF"	"Nitrofuran-Derivate"
"D08AG"	"Iod-haltige Mittel"
"D08AH"	"Chinolin-Derivate"
"D08AJ"	"Quartäre Ammonium-Verbindungen"
"D08AK"	"Quecksilber-haltige Mittel"
"D08AL"	"Silber-haltige Verbindungen"
"D08AX"	"Andere Antiseptika und Desinfektionsmittel"
"D09"	"MEDIZINISCHE VERBÄNDE"
"D09A"	"MEDIZINISCHE VERBÄNDE"
"D09AA"	"Medizinische Verbände mit Antiinfektiva"
"D09AB"	"Zink-haltige Verbände"
"D09AC"	"Andere Verbandmittel"
"D09AX"	"Vaselin-haltige Verbände"
"D10"	"AKNEMITTEL"
"D10A"	"AKNEMITTEL ZUR TOPISCHEN ANWENDUNG"
"D10AA"	"Corticosteroide, Kombinationen zur Behandlung der Akne"
"D10AB"	"Schwefel-haltige Mittel"
"D10AD"	"Retinoide zur topischen Anwendung bei Akne"
"D10AE"	"Peroxide"
"D10AF"	"Antiinfektiva zur Behandlung der Akne"
"D10AX"	"Andere Aknemittel zur topischen Anwendung"
"D10B"	"AKNEMITTEL ZUR SYSTEMISCHEN ANWENDUNG"
"D10BA"	"Retinoide zur Behandlung der Akne"
"D10BH"	"Homöopathische und anthroposophische Aknemittel zur systemischen Anwendung"
"D10BX"	"Andere Aknemittel zur systemischen Anwendung"
"D11"	"ANDERE DERMATIKA"
"D11A"	"ANDERE DERMATIKA"
"D11AA"	"Antihidrotika"
"D11AB"	"Dermatologische Balneotherapeutika"
"D11AC"	"Medizinische Haarwaschmittel"
"D11AE"	"Androgene zur topischen Anwendung"
"D11AF"	"Warzenmittel und Keratolytika"
"D11AG"	"Medizinische Seifen"
"D11AH"	"Mittel zur Behandlung der Dermatitis, exkl. Corticosteroide"
"D11AX"	"Andere Dermatika"
"D11B"	"ANDERE HOMÖOPATHISCHE UND ANTHROPOSOPHISCHE DERMATIKA"
"D11BH"	"Andere homöopathische und anthroposophische Dermatika"
"G"	"UROGENITALSYSTEM UND SEXUALHORMONE"
"G01"	"GYNÄKOLOGISCHE ANTIINFEKTIVA UND ANTISEPTIKA"
"G01A"	"ANTIINFEKTIVA UND ANTISEPTIKA, EXKL. KOMBINATIONEN MIT CORTICOSTEROIDEN"
"G01AA"	"Antibiotika"
"G01AB"	"Arsen-haltige Verbindungen"
"G01AC"	"Chinolin-Derivate"
"G01AD"	"Organische Säuren"
"G01AE"	"Sulfonamide"
"G01AF"	"Imidazol-Derivate"
"G01AG"	"Triazol-Derivate"
"G01AX"	"Andere Antiinfektiva und Antiseptika"
"G01B"	"ANTIINFEKTIVA/ANTISEPTIKA IN KOMBINATION MIT CORTICOSTEROIDEN"
"G01BA"	"Antibiotika und Corticosteroide"
"G01BC"	"Chinolin-Derivate und Corticosteroide"
"G01BD"	"Antiseptika und Corticosteroide"
"G01BE"	"Sulfonamide und Corticosteroide"
"G01BF"	"Imidazol-Derivate und Corticosteroide"
"G02"	"ANDERE GYNÄKOLOGIKA"
"G02A"	"WEHEN FÖRDERNDE MITTEL"
"G02AB"	"Mutterkorn-Alkaloide"
"G02AC"	"Mutterkorn-Alkaloide und Oxytocin inkl. Derivate, in Kombination"
"G02AD"	"Prostaglandine"
"G02AX"	"Andere Wehen fördernde Mittel"
"G02B"	"KONTRAZEPTIVA ZUR LOKALEN ANWENDUNG"
"G02BA"	"Intrauterine Kontrazeptiva"
"G02BB"	"Intravaginale Kontrazeptiva"
"G02C"	"ANDERE GYNÄKOLOGIKA"
"G02CA"	"Sympathomimetika, Wehen hemmend"
"G02CB"	"Prolactinhemmer"
"G02CC"	"Antiphlogistika zur vaginalen Anwendung"
"G02CD"	"Andere Vaginaltherapeutika"
"G02CH"	"Andere homöopathische und anthroposophische Gynäkologika"
"G02CP"	"Andere pflanzliche Gynäkologika"
"G02CX"	"Andere Gynäkologika"
"G03"	"SEXUALHORMONE UND MODULATOREN DES GENITALSYSTEMS"
"G03A"	"HORMONELLE KONTRAZEPTIVA ZUR SYSTEMISCHEN ANWENDUNG"
"G03AA"	"Gestagene und Estrogene, fixe Kombinationen"
"G03AB"	"Gestagene und Estrogene, Sequenzialpräparate"
"G03AC"	"Gestagene"
"G03AD"	"Notfallkontrazeptiva"
"G03B"	"ANDROGENE"
"G03BA"	"3-Oxoandrosten-4-Derivate"
"G03BB"	"5-Androstanon-3-Derivate"
"G03C"	"ESTROGENE"
"G03CA"	"Natürliche und halbsynthetische Estrogene, rein"
"G03CB"	"Synthetische Estrogene, rein"
"G03CC"	"Estrogene, Kombinationen mit anderen Mitteln"
"G03CD"	"Estrogene, vaginale Zubereitungen"
"G03CX"	"Andere Estrogene"
"G03D"	"GESTAGENE"
"G03DA"	"Pregnen-4-Derivate"
"G03DB"	"Pregnadien-Derivate"
"G03DC"	"Estren-Derivate"
"G03DD"	"Gestagene, topische Zubereitungen"
"G03E"	"ANDROGENE UND WEIBLICHE SEXUALHORMONE IN KOMBINATION"
"G03EA"	"Androgene und Estrogene"
"G03EB"	"Androgen, Gestagen und Estrogen in Kombination"
"G03EK"	"Androgene und weibliche Sexualhormone in Kombination mit anderen Mitteln"
"G03F"	"GESTAGENE UND ESTROGENE IN KOMBINATION"
"G03FA"	"Gestagene und Estrogene, fixe Kombinationen"
"G03FB"	"Gestagene und Estrogene, Sequenzialpräparate"
"G03FC"	"Gestagene und Estrogene, Kombinationen mit anderen Mitteln"
"G03G"	"GONADOTROPINE UND ANDERE OVULATIONSAUSLÖSER"
"G03GA"	"Gonadotropine"
"G03GB"	"Ovulationsauslöser, synthetisch"
"G03H"	"ANTIANDROGENE"
"G03HA"	"Antiandrogene, rein"
"G03HB"	"Antiandrogene und Estrogene"
"G03X"	"ANDERE SEXUALHORMONE UND MODULATOREN DES GENITALSYSTEMS"
"G03XA"	"Antigonadotropine und ähnliche Mittel"
"G03XB"	"Progesteron-Rezeptor-Modulatoren"
"G03XC"	"Selektive Estrogenrezeptor-Modulatoren"
"G04"	"UROLOGIKA"
"G04B"	"UROLOGIKA"
"G04BA"	"Harn ansäuernde Mittel"
"G04BC"	"Harnkonkrement lösende Mittel"
"G04BD"	"Mittel bei häufiger Blasenentleerung und Harninkontinenz"
"G04BE"	"Mittel bei erektiler Dysfunktion"
"G04BH"	"Homöopathische und anthroposophische Urologika"
"G04BP"	"Pflanzliche Urologika"
"G04BX"	"Andere Urologika"
"G04C"	"MITTEL BEI BENIGNER PROSTATAHYPERPLASIE"
"G04CA"	"Alpha-Adrenozeptor-Antagonisten"
"G04CB"	"Testosteron-5-alpha-Reduktasehemmer"
"G04CH"	"Homöopathische und anthroposophische Prostatamittel"
"G04CP"	"Pflanzliche Prostatamittel"
"G04CX"	"Andere Mittel bei benigner Prostatahyperplasie"
"H"	"SYSTEMISCHE HORMONPRÄPARATE, EXKL. SEXUALHORMONE UND INSULINE"
"H01"	"HYPOPHYSEN- UND HYPOTHALAMUSHORMONE UND ANALOGA"
"H01A"	"HYPOPHYSENVORDERLAPPENHORMONE UND ANALOGA"
"H01AA"	"ACTH"
"H01AB"	"Thyrotropin"
"H01AC"	"Somatropin und Somatropin-Agonisten"
"H01AX"	"Andere Hypophysenvorderlappenhormone und Analoga"
"H01B"	"HYPOPHYSENHINTERLAPPENHORMONE"
"H01BA"	"Vasopressin und Analoga"
"H01BB"	"Oxytocin und Analoga"
"H01C"	"HYPOTHALAMUSHORMONE"
"H01CA"	"Gonadotropin-Releasing-Hormone"
"H01CB"	"Somatostatin und Analoga"
"H01CC"	"Gonadotropin-Releasing-Hormon-Antagonisten"
"H02"	"CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG"
"H02A"	"CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, REIN"
"H02AA"	"Mineralocorticoide"
"H02AB"	"Glucocorticoide"
"H02B"	"CORTICOSTEROIDE ZUR SYSTEMISCHEN ANWENDUNG, KOMBINATIONEN"
"H02BX"	"Corticosteroide zur systemischen Anwendung, Kombinationen"
"H02C"	"NEBENNIERENHEMMSTOFFE"
"H02CA"	"Anticorticosteroide"
"H03"	"SCHILDDRÜSENTHERAPIE"
"H03A"	"SCHILDDRÜSENPRÄPARATE"
"H03AA"	"Schilddrüsenhormone"
"H03B"	"THYREOSTATIKA"
"H03BA"	"Thiouracile"
"H03BB"	"Schwefel-haltige Imidazol-Derivate"
"H03BC"	"Perchlorate"
"H03BH"	"Homöopathische und anthroposophische Thyreostatika"
"H03BP"	"Pflanzliche Thyreostatika"
"H03BX"	"Andere Thyreostatika"
"H03C"	"IODTHERAPIE"
"H03CA"	"Iodtherapie"
"H04"	"PANKREASHORMONE"
"H04A"	"GLYKOGENOLYTISCHE HORMONE"
"H04AA"	"Glykogenolytische Hormone"
"H05"	"CALCIUMHOMÖOSTASE"
"H05A"	"NEBENSCHILDDRÜSENHORMONE UND ANALOGA"
"H05AA"	"Nebenschilddrüsenhormone und Analoga"
"H05AH"	"Homöopathische und anthroposophische Nebenschilddrüsenhormone"
"H05B"	"NEBENSCHILDDRÜSEN-ANTAGONISTEN"
"H05BA"	"Calcitonin-haltige Zubereitungen"
"H05BX"	"Andere Nebenschilddrüsen-Antagonisten"
"J"	"ANTIINFEKTIVA ZUR SYSTEMISCHEN ANWENDUNG"
"J01"	"ANTIBIOTIKA ZUR SYSTEMISCHEN ANWENDUNG"
"J01A"	"TETRACYCLINE"
"J01AA"	"Tetracycline"
"J01B"	"AMPHENICOLE"
"J01BA"	"Amphenicole"
"J01C"	"BETALACTAM-ANTIBIOTIKA, PENICILLINE"
"J01CA"	"Penicilline mit erweitertem Wirkungsspektrum"
"J01CE"	"Beta-Lactamase-sensitive Penicilline"
"J01CF"	"Beta-Lactamase-resistente Penicilline"
"J01CG"	"Beta-Lactamase-Inhibitoren"
"J01CR"	"Kombinationen von Penicillinen, inkl. Beta-Lactamase-Inhibitoren"
"J01D"	"ANDERE BETA-LACTAM-ANTIBIOTIKA"
"J01DB"	"Cephalosporine der 1. Generation"
"J01DC"	"Cephalosporine der 2. Generation"
"J01DD"	"Cephalosporine der 3. Generation"
"J01DE"	"Cephalosporine der 4. Generation"
"J01DF"	"Monobactame"
"J01DH"	"Carbapeneme"
"J01DI"	"Andere Cephalosporine und Peneme"
"J01E"	"SULFONAMIDE UND TRIMETHOPRIM"
"J01EA"	"Trimethoprim und Derivate"
"J01EB"	"Kurz wirkende Sulfonamide"
"J01EC"	"Mittellang wirkende Sulfonamide"
"J01ED"	"Lang wirkende Sulfonamide"
"J01EE"	"Kombinationen von Sulfonamiden und Trimethoprim, inkl. Derivate"
"J01F"	"MAKROLIDE, LINCOSAMIDE UND STREPTOGRAMINE"
"J01FA"	"Makrolide"
"J01FF"	"Lincosamide"
"J01FG"	"Streptogramine"
"J01G"	"AMINOGLYKOSID-ANTIBIOTIKA"
"J01GA"	"Streptomycine"
"J01GB"	"Andere Aminoglykoside"
"J01M"	"CHINOLONE"
"J01MA"	"Fluorchinolone"
"J01MB"	"Andere Chinolone"
"J01R"	"KOMBINATIONEN VON ANTIBIOTIKA"
"J01RA"	"Kombinationen von Antibiotika"
"J01X"	"ANDERE ANTIBIOTIKA"
"J01XA"	"Glycopeptid-Antibiotika"
"J01XB"	"Polymyxine"
"J01XC"	"Steroid-Antibiotika"
"J01XD"	"Imidazol-Derivate"
"J01XE"	"Nitrofuran-Derivate"
"J01XX"	"Andere Antibiotika"
"J02"	"ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG"
"J02A"	"ANTIMYKOTIKA ZUR SYSTEMISCHEN ANWENDUNG"
"J02AA"	"Antibiotika"
"J02AB"	"Imidazol-Derivate"
"J02AC"	"Triazol-Derivate"
"J02AX"	"Andere Antimykotika zur systemischen Anwendung"
"J04"	"MITTEL GEGEN MYKOBAKTERIEN"
"J04A"	"MITTEL ZUR BEHANDLUNG DER TUBERKULOSE"
"J04AA"	"Aminosalicylsäure und Derivate"
"J04AB"	"Antibiotika"
"J04AC"	"Hydrazide"
"J04AD"	"Thiocarbamid-Derivate"
"J04AK"	"Andere Mittel zur Behandlung der Tuberkulose"
"J04AM"	"Kombinationen von Mitteln zur Behandlung der Tuberkulose"
"J04B"	"MITTEL ZUR BEHANDLUNG DER LEPRA"
"J04BA"	"Mittel zur Behandlung der Lepra"
"J05"	"ANTIVIRALE MITTEL ZUR SYSTEMISCHEN ANWENDUNG"
"J05A"	"DIREKT WIRKENDE ANTIVIRALE MITTEL"
"J05AA"	"Thiosemicarbazone"
"J05AB"	"Nukleoside und Nukleotide, exkl. Inhibitoren der Reversen Transkriptase"
"J05AC"	"Cyclische Amine"
"J05AD"	"Phosphonsäure-Derivate"
"J05AE"	"Proteasehemmer"
"J05AF"	"Nukleosidale und nukleotidale Inhibitoren der Reversen Transkriptase"
"J05AG"	"Nicht-Nukleosidale Inhibitoren der Reversen Transkriptase"
"J05AH"	"Neuraminidasehemmer"
"J05AR"	"Antivirale Mittel zur Behandlung von HIV Infektionen, Kombinationen"
"J05AX"	"Andere antivirale Mittel"
"J06"	"IMMUNSERA UND IMMUNGLOBULINE"
"J06A"	"IMMUNSERA"
"J06AA"	"Immunsera"
"J06B"	"IMMUNGLOBULINE"
"J06BA"	"Immunglobuline, normal human"
"J06BB"	"Spezifische Immunglobuline"
"J06BC"	"Andere Immunglobuline"
"J07"	"IMPFSTOFFE"
"J07A"	"BAKTERIELLE IMPFSTOFFE"
"J07AC"	"Milzbrand-Impfstoffe"
"J07AD"	"Brucellose-Impfstoffe"
"J07AE"	"Cholera-Impfstoffe"
"J07AF"	"Diphtherie-Impfstoffe"
"J07AG"	"Haemophilus influenzae B-Impfstoffe"
"J07AH"	"Meningokokken-Impfstoffe"
"J07AJ"	"Pertussis-Impfstoffe"
"J07AK"	"Pest-Impfstoffe"
"J07AL"	"Pneumokokken-Impfstoffe"
"J07AM"	"Tetanus-Impfstoffe"
"J07AN"	"Tuberkulose-Impfstoffe"
"J07AP"	"Typhus-Impfstoffe"
"J07AR"	"Typhus (exanthematicus)-Impfstoffe"
"J07AX"	"Andere bakterielle Impfstoffe"
"J07B"	"VIRALE IMPFSTOFFE"
"J07BA"	"Encephalitis-Impfstoffe"
"J07BB"	"Influenza-Impfstoffe"
"J07BC"	"Hepatitis-Impfstoffe"
"J07BD"	"Masern-Impfstoffe"
"J07BE"	"Mumps-Impfstoffe"
"J07BF"	"Poliomyelitis-Impfstoffe"
"J07BG"	"Tollwut-Impfstoffe"
"J07BH"	"Rotavirus-Diarrhoe-Impfstoffe"
"J07BJ"	"Röteln-Impfstoffe"
"J07BK"	"Varicella Zoster Impfstoffe"
"J07BL"	"Gelbfieber-Impfstoffe"
"J07BM"	"Papillomvirus-Impfstoffe"
"J07BX"	"Andere virale Impfstoffe"
"J07C"	"BAKTERIELLE UND VIRALE IMPFSTOFFE, KOMBINIERT"
"J07CA"	"Bakterielle und virale Impfstoffe, kombiniert"
"J07X"	"ANDERE IMPFSTOFFE"
"L"	"ANTINEOPLASTISCHE UND IMMUNMODULIERENDE MITTEL"
"L01"	"ANTINEOPLASTISCHE MITTEL"
"L01A"	"ALKYLIERENDE MITTEL"
"L01AA"	"Stickstofflost-Analoga"
"L01AB"	"Alkylsulfonate"
"L01AC"	"Ethylenimine"
"L01AD"	"Nitrosoharnstoffe"
"L01AG"	"Epoxide"
"L01AX"	"Andere alkylierende Mittel"
"L01B"	"ANTIMETABOLITEN"
"L01BA"	"Folsäure-Analoga"
"L01BB"	"Purin-Analoga"
"L01BC"	"Pyrimidin-Analoga"
"L01C"	"PFLANZLICHE ALKALOIDE UND ANDERE NATÜRLICHE MITTEL"
"L01CA"	"Vinka-Alkaloide und Analoga"
"L01CB"	"Podophyllotoxin-Derivate"
"L01CC"	"Colchicin-Derivate"
"L01CD"	"Taxane"
"L01CH"	"Andere homöopathische und anthroposophische Mittel"
"L01CP"	"Andere pflanzliche Mittel"
"L01CX"	"Andere pflanzliche Alkaloide und natürliche Mittel"
"L01D"	"ZYTOTOXISCHE ANTIBIOTIKA UND VERWANDTE SUBSTANZEN"
"L01DA"	"Actinomycine"
"L01DB"	"Anthracycline und verwandte Substanzen"
"L01DC"	"Andere zytotoxische Antibiotika"
"L01X"	"ANDERE ANTINEOPLASTISCHE MITTEL"
"L01XA"	"Platin-haltige Verbindungen"
"L01XB"	"Methylhydrazine"
"L01XC"	"Monoklonale Antikörper"
"L01XD"	"Sensibilisatoren für die photodynamische/Radio-Therapie"
"L01XE"	"Proteinkinase-Inhibitoren"
"L01XX"	"Andere antineoplastische Mittel"
"L01XY"	"Kombinationen von antineoplastischen Mitteln"
"L02"	"ENDOKRINE THERAPIE"
"L02A"	"HORMONE UND VERWANDTE MITTEL"
"L02AA"	"Estrogene"
"L02AB"	"Gestagene"
"L02AE"	"Gonadotropin-Releasing-Hormon-Analoga"
"L02AX"	"Andere Hormone"
"L02B"	"HORMONANTAGONISTEN UND VERWANDTE MITTEL"
"L02BA"	"Antiestrogene"
"L02BB"	"Antiandrogene"
"L02BG"	"Aromatase-Inhibitoren"
"L02BX"	"Andere Hormonantagonisten und verwandte Mittel"
"L03"	"IMMUNSTIMULANZIEN"
"L03A"	"IMMUNSTIMULANZIEN"
"L03AA"	"Koloniestimulierende Faktoren"
"L03AB"	"Interferone"
"L03AC"	"Interleukine"
"L03AG"	"Bakterielle Immunstimulanzien"
"L03AH"	"Homöopathische und anthroposophische Immunstimulanzien"
"L03AP"	"Pflanzliche Immunstimulanzien"
"L03AX"	"Andere Immunstimulanzien"
"L04"	"IMMUNSUPPRESSIVA"
"L04A"	"IMMUNSUPPRESSIVA"
"L04AA"	"Selektive Immunsuppressiva"
"L04AB"	"Tumornekrosefaktor alpha(TNF-alpha)-Inhibitoren"
"L04AC"	"Interleukin-Inhibitoren"
"L04AD"	"Calcineurin-Inhibitoren"
"L04AX"	"Andere Immunsuppressiva"
"M"	"MUSKEL- UND SKELETTSYSTEM"
"M01"	"ANTIPHLOGISTIKA UND ANTIRHEUMATIKA"
"M01A"	"NICHTSTEROIDALE ANTIPHLOGISTIKA UND ANTIRHEUMATIKA"
"M01AA"	"Butylpyrazolidine"
"M01AB"	"Essigsäure-Derivate und verwandte Substanzen"
"M01AC"	"Oxicame"
"M01AE"	"Propionsäure-Derivate"
"M01AG"	"Fenamate"
"M01AH"	"Coxibe"
"M01AX"	"Andere nichtsteroidale Antiphlogistika und Antirheumatika"
"M01B"	"ANTIPHLOGISTIKA/ANTIRHEUMATIKA IN KOMBINATION"
"M01BA"	"Antiphlogistika/Antirheumatika in Kombination mit Corticosteroiden"
"M01BP"	"Andere pflanzliche Antiphlogistika/Antirheumatika in Kombination"
"M01BX"	"Andere Antiphlogistika/Antirheumatika in Kombination mit anderen Mitteln"
"M01C"	"SPEZIFISCHE ANTIRHEUMATIKA"
"M01CA"	"Chinoline"
"M01CB"	"Gold-Verbindungen"
"M01CC"	"Penicillamin und ähnliche Mittel"
"M01CX"	"Andere spezifische Antirheumatika"
"M02"	"TOPISCHE MITTEL GEGEN GELENK- UND MUSKELSCHMERZEN"
"M02A"	"TOPISCHE MITTEL GEGEN GELENK- UND MUSKELSCHMERZEN"
"M02AA"	"Nichtsteroidale Antiphlogistika zur topischen Anwendung"
"M02AB"	"Capsaicin und ähnliche Mittel"
"M02AC"	"Zubereitungen mit Salicylsäure-Derivaten"
"M02AD"	"Zubereitungen mit Nicotinsäure-Derivaten"
"M02AH"	"Homöopathische und anthroposophische Zubereitungen gegen Muskel- und Gelenkschmerzen zur topischen Anwendung"
"M02AP"	"Pflanzliche Zubereitungen gegen Muskel- und Gelenkschmerzen zur topischen Anwendung"
"M02AX"	"Andere topische Mittel gegen Gelenk- und Muskelschmerzen"
"M02B"	"BALNEOTHERAPEUTISCHE ANTIRHEUMATIKA"
"M02BA"	"Hyperämisierende balneotherapeutische Antirheumatika"
"M02BB"	"Balneotherapeutische Antirheumatika mit Salicylsäure-Derivaten"
"M02BP"	"Pflanzliche balneotherapeutische Antirheumatika"
"M02BX"	"Andere balneotherapeutische Antirheumatika"
"M03"	"MUSKELRELAXANZIEN"
"M03A"	"MUSKELRELAXANZIEN, PERIPHER WIRKENDE MITTEL"
"M03AA"	"Curare-Alkaloide"
"M03AB"	"Cholin-Derivate"
"M03AC"	"Andere quartäre Ammonium-Verbindungen"
"M03AX"	"Andere Muskelrelaxanzien, peripher wirkende Mittel"
"M03B"	"MUSKELRELAXANZIEN, ZENTRAL WIRKENDE MITTEL"
"M03BA"	"Carbaminsäureester"
"M03BB"	"Oxazol-, Thiazin- und Triazin-Derivate"
"M03BC"	"Ether, chemisch den Antihistaminika verwandt"
"M03BX"	"Andere zentral wirkende Mittel"
"M03C"	"MUSKELRELAXANZIEN, DIREKT WIRKENDE MITTEL"
"M03CA"	"Dantrolen und Derivate"
"M04"	"GICHTMITTEL"
"M04A"	"GICHTMITTEL"
"M04AA"	"Urikostatika"
"M04AB"	"Urikosurika"
"M04AC"	"Gichtmittel ohne Effekt auf den Harnsäuremetabolismus"
"M04AH"	"Homöopathische und anthroposophische Gichtmittel"
"M04AX"	"Andere Gichtmittel"
"M05"	"MITTEL ZUR BEHANDLUNG VON KNOCHENERKRANKUNGEN"
"M05B"	"MITTEL MIT EINFLUSS AUF DIE KNOCHENSTRUKTUR UND DIE MINERALISATION"
"M05BA"	"Bisphosphonate"
"M05BB"	"Bisphosphonate, Kombinationen"
"M05BC"	"Knochenmorphogene Proteine"
"M05BX"	"Andere Mittel mit Einfluss auf die Knochenstruktur und die Mineralisation"
"M09"	"ANDERE MITTEL GEGEN STÖRUNGEN DES MUSKEL- UND SKELETTSYSTEMS"
"M09A"	"ANDERE MITTEL GEGEN STÖRUNGEN DES MUSKEL- UND SKELETTSYSTEMS"
"M09AA"	"Chinin und Derivate"
"M09AB"	"Enzyme"
"M09AH"	"Andere homöopathische und anthroposophische Zubereitungen gegen Störungen des Muskel- und Skelettsystems"
"M09AP"	"Andere pflanzliche Zubereitungen gegen Störungen des Muskel- und Skelettsystems"
"M09AX"	"Andere Mittel gegen Störungen des Muskel- und Skelettsystems"
"N"	"NERVENSYSTEM"
